symbol,open,high,low,close,volume,day
BINANCE:LINKUSD,8.1872176,8.2622191,7.7829328,8.0502373,538094.3400000001,1
BINANCE:LINKUSD,8.0594609,8.1023011,7.3627877,7.4722483,605377.6700000003,2
BINANCE:LINKUSD,7.4742962,7.7469052,7.3703327,7.4090564,591298.3100000005,3
BINANCE:LINKUSD,7.4067389,7.7760549,7.2010015,7.6748732,648589.4400000013,4
BINANCE:LINKUSD,7.6748207,7.7897765,7.455653,7.4679659,328518.4399999995,5
BINANCE:LINKUSD,7.4684916,7.7605919,7.4393835,7.6459545,158592.97999999963,6
BINANCE:LINKUSD,7.6465892,7.683675,7.477192,7.5272544,191651.19000000012,7
BINANCE:LINKUSD,7.5243281,7.9439916,7.5051827,7.6786882,337709.97999999986,8
BINANCE:LINKUSD,7.6784601,7.6985315,7.1527059,7.2805608,413770.12000000005,9
BINANCE:LINKUSD,7.2773632,7.3917815,7.1795523,7.2609735,155726.70999999964,10
BINANCE:LINKUSD,7.2608039,7.4279814,7.1223643,7.3963715,232328.96999999977,11
BINANCE:LINKUSD,7.3910677,7.4119353,7.1185017,7.2035298,185496.7799999998,12
BINANCE:LINKUSD,7.1983996,7.4004149,7.1122209,7.2595174,214052.66000000006,13
BINANCE:LINKUSD,7.2568793,7.371856,7.219437,7.3324388,125428.47000000003,14
BINANCE:LINKUSD,7.3357309,7.5643276,7.292214,7.4268072,240295.90999999983,15
BINANCE:LINKUSD,7.4226476,7.9273524,7.4172158,7.5297288,443506.29000000015,16
BINANCE:LINKUSD,7.5328836,7.5626695,7.2723502,7.3242681,151735.37000000002,17
BINANCE:LINKUSD,7.3211281,7.4869809,7.2871329,7.3573451,133185.3600000003,18
BINANCE:LINKUSD,7.3578763,7.4400544,7.2143503,7.305004,142712.31,19
BINANCE:LINKUSD,7.3069672,7.727837,7.2663177,7.5788664,213156.84000000017,20
BINANCE:LINKUSD,7.5784248,9.169128,7.5252355,8.9171196,1910444.0699999968,21
BINANCE:LINKUSD,8.917203,10.2389488,8.8412881,10.1953966,2766315.4900000016,22
BINANCE:LINKUSD,10.195281,11.0549402,9.7959512,10.5764753,2696805.929999998,23
BINANCE:LINKUSD,10.5804763,11.1383312,9.6950876,10.3750998,1647428.0299999958,24
BINANCE:LINKUSD,10.3773016,11.7942667,10.3495335,11.057109,1541170.3999999987,25
BINANCE:LINKUSD,11.0549039,11.3925116,10.3838705,10.9327872,862425.0700000001,26
BINANCE:LINKUSD,10.932752,11.4289114,10.6237127,11.1919665,1070538.2100000002,27
BINANCE:LINKUSD,11.1888191,11.6607386,10.8307361,10.9302575,725791.4499999995,28
BINANCE:LINKUSD,10.9219125,11.2988284,10.7566824,11.0868585,407207.47999999905,29
BINANCE:LINKUSD,11.0958224,11.8539115,10.8940536,11.2286824,711263.2300000002,30
BINANCE:LINKUSD,11.2303087,12.0186311,10.9865425,11.3582131,1031424.1600000028,31
