datetime,symbol,open,high,low,close,volume,day
2022-11-01 01:00:00,BINANCE:LINKUSD,7.8518748,7.9197447,7.6288732,7.6843286,422720.23000000004,1
2022-11-02 01:00:00,BINANCE:LINKUSD,7.6849552,8.0028834,7.3389919,7.438476,942180.2900000007,2
2022-11-03 01:00:00,BINANCE:LINKUSD,7.4358371,8.0200952,7.3913872,7.7188524,896836.1999999994,3
2022-11-04 01:00:00,BINANCE:LINKUSD,7.7208043,8.8966555,7.6616073,8.7161293,1176044.2999999989,4
2022-11-05 01:00:00,BINANCE:LINKUSD,8.7208948,9.0060242,8.5674939,8.6651573,728037.9100000012,5
2022-11-06 01:00:00,BINANCE:LINKUSD,8.6649346,8.7684388,8.0919899,8.1065532,608048.0099999997,6
2022-11-07 01:00:00,BINANCE:LINKUSD,8.1024468,9.2531505,7.9013273,8.946067,1307279.6099999985,7
2022-11-08 01:00:00,BINANCE:LINKUSD,8.9422515,9.5041692,6.6435215,7.7102456,3992025.64,8
2022-11-09 01:00:00,BINANCE:LINKUSD,7.7156747,7.892173,5.8002318,6.2163192,3197621.2200000007,9
2022-11-10 01:00:00,BINANCE:LINKUSD,6.2085675,7.5098963,6.0645426,7.1913636,1895570.9599999986,10
2022-11-11 01:00:00,BINANCE:LINKUSD,7.1978677,7.3283953,6.544907,7.0127924,953044.8500000001,11
2022-11-12 01:00:00,BINANCE:LINKUSD,7.0128363,7.0281259,6.1804131,6.2679395,1493054.090000002,12
2022-11-13 01:00:00,BINANCE:LINKUSD,6.2693818,6.5320382,5.9487201,6.0669666,925305.8200000006,13
2022-11-14 01:00:00,BINANCE:LINKUSD,6.062696,6.4316822,5.685705,6.2794702,1195189.17,14
2022-11-15 01:00:00,BINANCE:LINKUSD,6.2739893,6.6655253,6.2024001,6.4136742,814021.4599999984,15
2022-11-16 01:00:00,BINANCE:LINKUSD,6.413777,6.5542786,6.0735471,6.173045,591963.8900000007,16
2022-11-17 01:00:00,BINANCE:LINKUSD,6.179168,6.3386348,6.0250007,6.217208,591582.360000001,17
2022-11-18 01:00:00,BINANCE:LINKUSD,6.21707,6.4101314,6.063928,6.177098,444217.2299999999,18
2022-11-19 01:00:00,BINANCE:LINKUSD,6.1763428,6.2105225,5.9985571,6.1441055,270644.7099999998,19
2022-11-20 01:00:00,BINANCE:LINKUSD,6.1431298,6.2416189,5.7076937,5.7604574,552851.1100000001,20
2022-11-21 01:00:00,BINANCE:LINKUSD,5.7607614,5.8887317,5.5387954,5.8675485,786560.320000001,21
2022-11-22 01:00:00,BINANCE:LINKUSD,5.8675262,6.4701893,5.8332544,6.4087335,1225182.8699999964,22
2022-11-23 01:00:00,BINANCE:LINKUSD,6.4138894,6.801188,6.3345377,6.7036979,880905.8400000007,23
2022-11-24 01:00:00,BINANCE:LINKUSD,6.7027609,6.9681829,6.5872692,6.8242045,792139.2400000001,24
2022-11-25 01:00:00,BINANCE:LINKUSD,6.822192,6.9884106,6.6591097,6.8408448,600942.469999999,25
2022-11-26 01:00:00,BINANCE:LINKUSD,6.8438551,7.2877347,6.8207052,7.153734,681792.1599999999,26
2022-11-27 01:00:00,BINANCE:LINKUSD,7.1510932,7.2742017,6.8547238,6.8997518,483717.7299999999,27
2022-11-28 01:00:00,BINANCE:LINKUSD,6.9013438,7.3384056,6.534371,7.1953305,1189230.4100000036,28
2022-11-29 01:00:00,BINANCE:LINKUSD,7.1937095,7.5054636,7.1284688,7.3131078,692394.8899999998,29
2022-11-30 01:00:00,BINANCE:LINKUSD,7.31472,7.7537827,7.2841446,7.6765058,649059.7600000009,30
