datetime,symbol,open,high,low,close,volume,day
2023-11-01 01:00:00,BINANCE:LINKUSD,11.3631706,11.780569,10.6871274,11.6427627,842038.870000002,1
2023-11-02 01:00:00,BINANCE:LINKUSD,11.6545745,11.7491543,10.8384791,11.0059992,553006.8800000006,2
2023-11-03 01:00:00,BINANCE:LINKUSD,11.001507,11.6036306,10.5114851,11.4703621,717834.3899999997,3
2023-11-04 01:00:00,BINANCE:LINKUSD,11.4710258,11.6337187,11.1697685,11.5065291,384054.1799999998,4
2023-11-05 01:00:00,BINANCE:LINKUSD,11.5136856,12.5669634,11.3757465,12.2398441,1169630.6499999992,5
2023-11-06 01:00:00,BINANCE:LINKUSD,12.2369256,13.2618808,12.1422153,12.9879624,1231438.4900000007,6
2023-11-07 01:00:00,BINANCE:LINKUSD,12.9892335,13.3468117,12.5514375,13.0537272,1028230.2499999995,7
2023-11-08 01:00:00,BINANCE:LINKUSD,13.0504632,15.067057,12.8435762,14.930491,1725911.08,8
2023-11-09 01:00:00,BINANCE:LINKUSD,14.9093925,15.9950612,13.8374352,14.6021939,2308373.2999999984,9
2023-11-10 01:00:00,BINANCE:LINKUSD,14.5892275,15.646636,14.132768,15.5152153,1004393.0099999997,10
2023-11-11 01:00:00,BINANCE:LINKUSD,15.5085116,16.6228305,14.7345929,16.4691973,1383972.7599999993,11
2023-11-12 01:00:00,BINANCE:LINKUSD,16.4722286,16.5353691,15.3950406,16.020781,1125197.7199999988,12
2023-11-13 01:00:00,BINANCE:LINKUSD,16.0269994,16.3056689,14.3186333,14.3585946,804075.3200000012,13
2023-11-14 01:00:00,BINANCE:LINKUSD,14.3565757,14.9127442,13.4135074,13.9467044,943775.3600000003,14
2023-11-15 01:00:00,BINANCE:LINKUSD,13.9510757,15.3817674,13.9404097,15.0349729,694065.4099999998,15
2023-11-16 01:00:00,BINANCE:LINKUSD,15.0352586,15.2197628,13.5677772,13.8715744,729862.1100000005,16
2023-11-17 01:00:00,BINANCE:LINKUSD,13.8650514,14.2602291,12.859704,13.7098043,544261.5699999988,17
2023-11-18 01:00:00,BINANCE:LINKUSD,13.7099165,13.8175403,12.9480428,13.7497704,274717.6100000001,18
2023-11-19 01:00:00,BINANCE:LINKUSD,13.7587086,15.080373,13.3862112,14.929835,573708.8599999989,19
2023-11-20 01:00:00,BINANCE:LINKUSD,14.934383,15.409315,14.3825571,14.4828468,453786.5900000002,20
2023-11-21 01:00:00,BINANCE:LINKUSD,14.4826961,14.6729031,13.3064821,13.3672749,745841.5499999993,21
2023-11-22 01:00:00,BINANCE:LINKUSD,13.3503914,14.6294137,13.2539342,14.2161809,386519.8799999999,22
2023-11-23 01:00:00,BINANCE:LINKUSD,14.2233762,14.8841361,14.1355266,14.3927155,346161.82000000076,23
2023-11-24 01:00:00,BINANCE:LINKUSD,14.397001,14.845639,14.215716,14.4907717,263286.8700000003,24
2023-11-25 01:00:00,BINANCE:LINKUSD,14.4927306,14.9774269,14.3992203,14.7718687,244806.5500000003,25
2023-11-26 01:00:00,BINANCE:LINKUSD,14.7702704,15.3404177,14.3929702,14.7700522,341042.15999999986,26
2023-11-27 01:00:00,BINANCE:LINKUSD,14.7758529,15.3029273,13.8490476,14.1884031,488261.17000000004,27
2023-11-28 01:00:00,BINANCE:LINKUSD,14.1877137,14.7248338,13.7813626,14.5271962,217231.51000000027,28
2023-11-29 01:00:00,BINANCE:LINKUSD,14.5329651,15.0294537,14.414566,14.514646,293219.57999999967,29
2023-11-30 01:00:00,BINANCE:LINKUSD,14.5151291,14.8304429,14.2588616,14.4102777,290587.25999999966,30
