symbol,open,high,low,close,volume,day
BINANCE:LINKUSD,19.5244602,20.7995323,19.4978906,20.7695579,429876.8642954094,1
BINANCE:LINKUSD,20.7520564,22.2142451,20.6098484,21.8729772,851266.8104268598,2
BINANCE:LINKUSD,21.8624298,23.7630654,21.2649748,23.7171402,1637458.7714704878,3
BINANCE:LINKUSD,23.7221478,24.4741997,22.7985417,23.4244388,1627046.0485723682,4
BINANCE:LINKUSD,23.4341828,27.4711417,22.4730187,25.2184422,4021320.450720927,5
BINANCE:LINKUSD,25.2286751,25.9939513,23.3379015,25.4044779,3031185.208049691,6
BINANCE:LINKUSD,25.3955688,27.3277137,22.7464157,25.9689606,2988102.1554981107,7
BINANCE:LINKUSD,25.9752991,27.3294118,23.5685609,25.3331899,2175437.250640469,8
BINANCE:LINKUSD,25.3314743,28.6665505,25.1254042,27.5494664,2646820.080584749,9
BINANCE:LINKUSD,27.5506837,28.526548,25.0908454,27.9924786,2273934.3722092514,10
BINANCE:LINKUSD,27.9961276,28.7112952,25.8691874,26.6073557,1703926.7527648285,11
BINANCE:LINKUSD,26.6067954,27.3120018,25.622784,26.7792098,1385647.9571191408,12
BINANCE:LINKUSD,26.7832308,26.7852611,24.44045,24.8685995,996901.5088480008,13
BINANCE:LINKUSD,24.8678167,25.9011347,23.9294804,25.7439016,1453486.3490546218,14
BINANCE:LINKUSD,25.7418764,26.2301989,25.1343096,25.1986425,623543.7600000001,15
BINANCE:LINKUSD,25.1695415,26.3631001,24.7006134,25.5105391,461321.0000000002,16
BINANCE:LINKUSD,25.5339309,25.6261274,23.2954753,23.8176859,603584.1400000013,17
BINANCE:LINKUSD,23.8329198,24.3519215,22.0675354,22.9766955,668654.3500000011,18
BINANCE:LINKUSD,22.992376,23.1603163,21.2450852,21.5542263,941922.7200000015,19
BINANCE:LINKUSD,21.576768,22.9314235,20.0371102,20.2057576,744375.9200000002,20
BINANCE:LINKUSD,20.1820565,20.5187879,17.1398912,17.4352842,1595772.8700000006,21
BINANCE:LINKUSD,17.4392219,17.8091787,14.2947429,15.8616792,2354485.5100000007,22
BINANCE:LINKUSD,15.8786474,16.8795368,15.1627295,16.6586317,1343721.3299999994,23
BINANCE:LINKUSD,16.6453512,16.65259,13.5299685,15.5941699,1963149.4299999983,24
BINANCE:LINKUSD,15.5698546,16.0330199,14.6310133,15.5028544,1057254.1099999999,25
BINANCE:LINKUSD,15.5180684,16.6977827,14.7060887,15.2406678,1390815.4200000002,26
BINANCE:LINKUSD,15.2433575,15.7221492,14.2998086,15.2399421,1323381.0400000024,27
BINANCE:LINKUSD,15.2365361,16.2905544,14.7572754,16.1615355,927061.6700000019,28
BINANCE:LINKUSD,16.157697,16.7269416,15.9832035,16.2366483,724068.0199999998,29
BINANCE:LINKUSD,16.2367079,18.1265548,16.0422584,17.793099,1505026.14,30
BINANCE:LINKUSD,17.7750866,17.883251,16.4917825,17.170331,1340614.4699999983,31
