symbol,open,high,low,close,volume,day
BINANCE:LINKUSD,16.9247056,17.03183,15.6988183,16.0900882,145139.17999999996,1
BINANCE:LINKUSD,16.0741638,16.2509594,15.4483244,15.6380565,58115.659999999945,2
BINANCE:LINKUSD,15.7193574,16.3912121,15.4583046,16.3076076,41759.470000000016,3
BINANCE:LINKUSD,16.3173169,17.1839537,16.2860537,17.1036728,82971.97999999997,4
BINANCE:LINKUSD,17.1107306,17.1164957,16.0935146,16.3928892,69823.64000000012,5
BINANCE:LINKUSD,16.377688,16.8990854,16.0444714,16.6832955,163323.82999999978,6
BINANCE:LINKUSD,16.6795994,18.5077305,16.5972626,18.475268,343295.65000000026,7
BINANCE:LINKUSD,18.4779429,19.9766907,18.0905345,19.8984071,321237.8,8
BINANCE:LINKUSD,19.908718,21.9987551,19.7811873,21.9255315,345104.0500000007,9
BINANCE:LINKUSD,21.9489825,22.6946035,21.1511572,22.0502325,372733.23,10
BINANCE:LINKUSD,22.0200627,22.6193891,20.8538444,21.0894015,180730.26000000018,11
BINANCE:LINKUSD,21.0779546,24.1901828,21.0130037,23.591185,402752.2899999999,12
BINANCE:LINKUSD,23.5655539,24.735015,23.2442587,23.9578521,460041.3400000003,13
BINANCE:LINKUSD,23.9544676,24.2976333,21.6738782,22.4815261,307920.06000000006,14
BINANCE:LINKUSD,22.4773255,23.0458832,21.381096,21.7632126,156069.36999999965,15
BINANCE:LINKUSD,21.763459,22.9719617,21.4279832,22.6654221,174346.09999999986,16
BINANCE:LINKUSD,22.6632481,26.3439667,22.3907147,25.6598116,422393.8099999994,17
BINANCE:LINKUSD,25.6573393,26.74178,24.3113307,25.7959921,473242.5900000002,18
BINANCE:LINKUSD,25.795666,25.8297955,23.4666213,23.5615246,289231.51999999955,19
BINANCE:LINKUSD,23.5728695,26.8951555,23.3800621,26.466337,442418.7200000001,20
BINANCE:LINKUSD,26.4450538,26.6056669,24.6593675,24.8260372,263589.58,21
BINANCE:LINKUSD,24.8459205,27.8668822,24.1136746,26.7944862,454722.2999999996,22
BINANCE:LINKUSD,26.7778883,26.8042624,25.5269646,26.281701,160255.71,23
BINANCE:LINKUSD,26.288341,26.6272504,25.2718422,25.8276268,442880.4700000001,24
BINANCE:LINKUSD,25.8228698,26.4475153,23.1177294,23.3977719,329660.1699999999,25
BINANCE:LINKUSD,23.3762236,24.7468299,22.9011542,24.3940946,327598.1999999993,26
BINANCE:LINKUSD,24.3783906,24.6851465,23.5993105,23.7882719,145596.6800000002,27
BINANCE:LINKUSD,23.7846967,26.0373242,23.5784093,25.2032124,719797.0300000001,28
BINANCE:LINKUSD,25.1876426,25.2373164,23.1273802,23.4290455,341167.74000000017,29
BINANCE:LINKUSD,23.4088013,23.5225866,22.8563602,23.5009806,127937.28000000006,30
BINANCE:LINKUSD,23.5160366,24.0506656,23.192218,23.192218,91290.70999999995,31
