symbol,open,high,low,close,volume,day
BINANCE:LINKUSD,12.9652615,12.9808708,11.7537357,12.0775796,124102.43999999997,1
BINANCE:LINKUSD,12.081161,13.5773574,11.9844459,13.4796276,112571.00999999995,2
BINANCE:LINKUSD,13.4893455,14.7338097,13.4428225,14.6452118,307718.8000000004,3
BINANCE:LINKUSD,14.6508761,14.9454419,13.9807933,14.2494232,129701.09000000008,4
BINANCE:LINKUSD,14.2659222,14.3948114,13.3720129,13.590313,143647.54999999996,5
BINANCE:LINKUSD,13.5784263,14.0775902,13.5093368,13.9256582,79006.78999999998,6
BINANCE:LINKUSD,13.912887,14.1531641,13.1979005,13.6547564,82781.57999999987,7
BINANCE:LINKUSD,13.6360324,14.2844192,13.5738606,13.7710687,57430.29000000001,8
BINANCE:LINKUSD,13.7671876,14.9926858,13.5567028,14.4267434,105357.09999999999,9
BINANCE:LINKUSD,14.4204774,14.8977045,13.9313426,14.1025238,98844.38999999998,10
BINANCE:LINKUSD,14.0952656,14.1967861,13.4072434,14.0603238,72876.34000000004,11
BINANCE:LINKUSD,14.0709866,14.339704,13.2902575,13.6308591,66670.74000000006,12
BINANCE:LINKUSD,13.6436378,13.9578778,13.604972,13.7425916,39291.959999999934,13
BINANCE:LINKUSD,13.7343819,13.7986179,13.1100703,13.2791445,30684.070000000007,14
BINANCE:LINKUSD,13.2903265,13.7392894,12.5036668,12.8635487,78348.07999999999,15
BINANCE:LINKUSD,12.8487254,13.0790856,12.585228,12.9416322,57499.639999999985,16
BINANCE:LINKUSD,12.923134,13.207768,12.1413958,12.2557886,101767.5000000001,17
BINANCE:LINKUSD,12.2698009,12.854016,11.7586633,11.9376329,113899.29999999993,18
BINANCE:LINKUSD,11.9347865,12.7439253,11.8467784,12.5336218,109456.99000000015,19
BINANCE:LINKUSD,12.5324301,12.6984212,12.4815423,12.5483227,31325.32000000002,20
BINANCE:LINKUSD,12.5489972,12.6962127,12.2331819,12.4370057,45416.99999999996,21
BINANCE:LINKUSD,12.4445249,12.9317259,12.3575154,12.5686137,64156.809999999976,22
BINANCE:LINKUSD,12.5694935,12.6811953,12.0952282,12.386048,71643.82000000004,23
BINANCE:LINKUSD,12.3892122,12.4259465,12.0105205,12.2684198,56915.97000000002,24
BINANCE:LINKUSD,12.2482548,12.4121033,11.9955225,12.0533065,36416.430000000015,25
BINANCE:LINKUSD,12.0621498,12.5282907,12.0266781,12.1836371,51188.07000000004,26
BINANCE:LINKUSD,12.1844922,12.527785,12.1725864,12.5091494,32228.250000000004,27
BINANCE:LINKUSD,12.5242395,12.5808804,12.3197564,12.4752439,51132.14000000001,28
BINANCE:LINKUSD,12.4605611,13.0066652,12.2508523,12.290485,88882.01000000008,29
BINANCE:LINKUSD,12.2898406,12.5919875,12.2504019,12.4197517,53864.98,30
BINANCE:LINKUSD,12.3911494,12.5279674,12.1867582,12.1874486,55685.21999999997,31
