datetime,symbol,open,high,low,close,volume,day
2024-11-01 01:00:00,BINANCE:LINKUSD,11.3979151,11.7219246,11.1411516,11.2619144,212201.4199999999,1
2024-11-02 01:00:00,BINANCE:LINKUSD,11.2504763,11.3809713,11.0702042,11.1776997,131444.80999999994,2
2024-11-03 01:00:00,BINANCE:LINKUSD,11.1924848,11.2192816,10.5103701,10.7690518,133118.8800000001,3
2024-11-04 01:00:00,BINANCE:LINKUSD,10.729487,10.8988722,10.077104,10.2507779,129654.64000000009,4
2024-11-05 01:00:00,BINANCE:LINKUSD,10.2519497,10.9474574,10.1776399,10.8518465,114485.46999999991,5
2024-11-06 01:00:00,BINANCE:LINKUSD,10.8538284,12.3190329,10.8172404,12.1834114,320780.0499999997,6
2024-11-07 01:00:00,BINANCE:LINKUSD,12.1868461,12.7125636,12.0801758,12.6016493,203144.22999999978,7
2024-11-08 01:00:00,BINANCE:LINKUSD,12.6087508,13.7516593,12.5404511,13.6859832,364011.86000000016,8
2024-11-09 01:00:00,BINANCE:LINKUSD,13.6916481,13.8341142,13.2885446,13.786106,205442.77999999994,9
2024-11-10 01:00:00,BINANCE:LINKUSD,13.7803704,14.8813918,13.6580382,14.2728726,438971.95999999985,10
2024-11-11 01:00:00,BINANCE:LINKUSD,14.2579804,14.9308668,13.620002,14.9300764,384216.87000000005,11
2024-11-12 01:00:00,BINANCE:LINKUSD,14.9463967,15.3510945,13.6751478,13.9513967,469472.15999999957,12
2024-11-13 01:00:00,BINANCE:LINKUSD,13.9634004,14.7897563,13.0652226,13.5010603,357577.3099999996,13
2024-11-14 01:00:00,BINANCE:LINKUSD,13.5090574,13.8361175,12.8103809,13.0116336,303308.5200000002,14
2024-11-15 01:00:00,BINANCE:LINKUSD,12.9978348,13.9024186,12.7320277,13.8310023,185178.00999999995,15
2024-11-16 01:00:00,BINANCE:LINKUSD,13.8494466,14.8081836,13.7445291,14.5303697,368725.24000000034,16
2024-11-17 01:00:00,BINANCE:LINKUSD,14.530666,14.9026836,13.561408,13.7845501,289659.10000000015,17
2024-11-18 01:00:00,BINANCE:LINKUSD,13.7804589,16.0151474,13.7646802,15.2795734,374050.72000000015,18
2024-11-19 01:00:00,BINANCE:LINKUSD,15.2796426,15.4492598,14.4120672,14.6315268,269955.33000000025,19
2024-11-20 01:00:00,BINANCE:LINKUSD,14.63862,15.330849,14.0379284,14.2364206,342682.79000000056,20
2024-11-21 01:00:00,BINANCE:LINKUSD,14.2456314,15.3823954,13.8404396,14.9110497,464849.38999999984,21
2024-11-22 01:00:00,BINANCE:LINKUSD,14.9197624,16.5984253,14.7388031,16.570986,509215.14000000054,22
2024-11-23 01:00:00,BINANCE:LINKUSD,16.5501408,18.3978323,16.3153108,17.3928642,632232.8300000008,23
2024-11-24 01:00:00,BINANCE:LINKUSD,17.3889855,18.3517083,16.1526778,17.9078777,440867.4799999999,24
2024-11-25 01:00:00,BINANCE:LINKUSD,17.9220509,19.0548704,17.1561236,17.344287,620800.2400000008,25
2024-11-26 01:00:00,BINANCE:LINKUSD,17.3211773,17.8381755,16.1957781,17.3544107,319652.730000001,26
2024-11-27 01:00:00,BINANCE:LINKUSD,17.3576709,19.0235006,16.9686277,18.6831725,601780.1400000006,27
2024-11-28 01:00:00,BINANCE:LINKUSD,18.6764301,18.7052073,17.4878694,17.9402494,233046.09000000017,28
2024-11-29 01:00:00,BINANCE:LINKUSD,17.9444738,18.4087923,17.5424943,18.2548211,169043.86000000007,29
2024-11-30 01:00:00,BINANCE:LINKUSD,18.2526009,19.4595942,17.9520786,19.013628,222790.33000000007,30
